Emotions,Path
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_04/03-01-06-02-01-01-04.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_04/03-01-06-02-01-02-04.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_04/03-01-06-02-02-01-04.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_04/03-01-06-02-02-02-04.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_04/03-01-07-01-01-01-04.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_04/03-01-07-01-01-02-04.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_04/03-01-07-01-02-01-04.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_04/03-01-07-01-02-02-04.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_04/03-01-07-02-01-01-04.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_04/03-01-07-02-01-02-04.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_04/03-01-07-02-02-01-04.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_04/03-01-07-02-02-02-04.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_04/03-01-08-01-01-01-04.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_04/03-01-08-01-01-02-04.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_04/03-01-08-01-02-01-04.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_04/03-01-08-01-02-02-04.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_04/03-01-08-02-01-01-04.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_04/03-01-08-02-01-02-04.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_04/03-01-08-02-02-01-04.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_04/03-01-08-02-02-02-04.wav
Neutral,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-01-01-01-01-05.wav
Neutral,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-01-01-01-02-05.wav
Neutral,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-01-01-02-01-05.wav
Neutral,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-01-01-02-02-05.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-02-01-01-01-05.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-02-01-01-02-05.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-02-01-02-01-05.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-02-01-02-02-05.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-02-02-01-01-05.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-02-02-01-02-05.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-02-02-02-01-05.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-02-02-02-02-05.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-03-01-01-01-05.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-03-01-01-02-05.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-03-01-02-01-05.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-03-01-02-02-05.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-03-02-01-01-05.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-03-02-01-02-05.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-03-02-02-01-05.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-03-02-02-02-05.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-04-01-01-01-05.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-04-01-01-02-05.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-04-01-02-01-05.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-04-01-02-02-05.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-04-02-01-01-05.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-04-02-01-02-05.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-04-02-02-01-05.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-04-02-02-02-05.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-05-01-01-01-05.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-05-01-01-02-05.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-05-01-02-01-05.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-05-01-02-02-05.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-05-02-01-01-05.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-05-02-01-02-05.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-05-02-02-01-05.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-05-02-02-02-05.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-06-01-01-01-05.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-06-01-01-02-05.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-06-01-02-01-05.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-06-01-02-02-05.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-06-02-01-01-05.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-06-02-01-02-05.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-06-02-02-01-05.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-06-02-02-02-05.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-07-01-01-01-05.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-07-01-01-02-05.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-07-01-02-01-05.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-07-01-02-02-05.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-07-02-01-01-05.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-07-02-01-02-05.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-07-02-02-01-05.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-07-02-02-02-05.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-08-01-01-01-05.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-08-01-01-02-05.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-08-01-02-01-05.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-08-01-02-02-05.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-08-02-01-01-05.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-08-02-01-02-05.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-08-02-02-01-05.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_05/03-01-08-02-02-02-05.wav
Neutral,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-01-01-01-01-06.wav
Neutral,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-01-01-01-02-06.wav
Neutral,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-01-01-02-01-06.wav
Neutral,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-01-01-02-02-06.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-02-01-01-01-06.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-02-01-01-02-06.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-02-01-02-01-06.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-02-01-02-02-06.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-02-02-01-01-06.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-02-02-01-02-06.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-02-02-02-01-06.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-02-02-02-02-06.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-03-01-01-01-06.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-03-01-01-02-06.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-03-01-02-01-06.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-03-01-02-02-06.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-03-02-01-01-06.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-03-02-01-02-06.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-03-02-02-01-06.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-03-02-02-02-06.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-04-01-01-01-06.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-04-01-01-02-06.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-04-01-02-01-06.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-04-01-02-02-06.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-04-02-01-01-06.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-04-02-01-02-06.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-04-02-02-01-06.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-04-02-02-02-06.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-05-01-01-01-06.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-05-01-01-02-06.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-05-01-02-01-06.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-05-01-02-02-06.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-05-02-01-01-06.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-05-02-01-02-06.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-05-02-02-01-06.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-05-02-02-02-06.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-06-01-01-01-06.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-06-01-01-02-06.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-06-01-02-01-06.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-06-01-02-02-06.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-06-02-01-01-06.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-06-02-01-02-06.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-06-02-02-01-06.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-06-02-02-02-06.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-07-01-01-01-06.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-07-01-01-02-06.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-07-01-02-01-06.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-07-01-02-02-06.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-07-02-01-01-06.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-07-02-01-02-06.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-07-02-02-01-06.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-07-02-02-02-06.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-08-01-01-01-06.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-08-01-01-02-06.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-08-01-02-01-06.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-08-01-02-02-06.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-08-02-01-01-06.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-08-02-01-02-06.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-08-02-02-01-06.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_06/03-01-08-02-02-02-06.wav
Neutral,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-01-01-01-01-07.wav
Neutral,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-01-01-01-02-07.wav
Neutral,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-01-01-02-01-07.wav
Neutral,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-01-01-02-02-07.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-02-01-01-01-07.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-02-01-01-02-07.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-02-01-02-01-07.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-02-01-02-02-07.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-02-02-01-01-07.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-02-02-01-02-07.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-02-02-02-01-07.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-02-02-02-02-07.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-03-01-01-01-07.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-03-01-01-02-07.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-03-01-02-01-07.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-03-01-02-02-07.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-03-02-01-01-07.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-03-02-01-02-07.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-03-02-02-01-07.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-03-02-02-02-07.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-04-01-01-01-07.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-04-01-01-02-07.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-04-01-02-01-07.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-04-01-02-02-07.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-04-02-01-01-07.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-04-02-01-02-07.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-04-02-02-01-07.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-04-02-02-02-07.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-05-01-01-01-07.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-05-01-01-02-07.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-05-01-02-01-07.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-05-01-02-02-07.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-05-02-01-01-07.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-05-02-01-02-07.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-05-02-02-01-07.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-05-02-02-02-07.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-06-01-01-01-07.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-06-01-01-02-07.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-06-01-02-01-07.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-06-01-02-02-07.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-06-02-01-01-07.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-06-02-01-02-07.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-06-02-02-01-07.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-06-02-02-02-07.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-07-01-01-01-07.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-07-01-01-02-07.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-07-01-02-01-07.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-07-01-02-02-07.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-07-02-01-01-07.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-07-02-01-02-07.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-07-02-02-01-07.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-07-02-02-02-07.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-08-01-01-01-07.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-08-01-01-02-07.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-08-01-02-01-07.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-08-01-02-02-07.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-08-02-01-01-07.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-08-02-01-02-07.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-08-02-02-01-07.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_07/03-01-08-02-02-02-07.wav
Neutral,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_08/03-01-01-01-01-01-08.wav
Neutral,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_08/03-01-01-01-01-02-08.wav
Neutral,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_08/03-01-01-01-02-01-08.wav
Neutral,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_08/03-01-01-01-02-02-08.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_08/03-01-02-01-01-01-08.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_08/03-01-02-01-01-02-08.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_08/03-01-02-01-02-01-08.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_08/03-01-02-01-02-02-08.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_08/03-01-02-02-01-01-08.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_08/03-01-02-02-01-02-08.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_08/03-01-02-02-02-01-08.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_08/03-01-02-02-02-02-08.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_08/03-01-03-01-01-01-08.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_08/03-01-03-01-01-02-08.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_08/03-01-03-01-02-01-08.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_08/03-01-03-01-02-02-08.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_08/03-01-03-02-01-01-08.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_08/03-01-03-02-01-02-08.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_08/03-01-03-02-02-01-08.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_08/03-01-03-02-02-02-08.wav
